5001, MEDELLIN,5
5002, ABEJORRAL,5
5004, ABRIAQU÷,5
5021, ALEJANDR÷A,5
5030, AMAGµ,5
5031, AMALFI,5
5034, ANDES,5
5036, ANGEL‡POLIS,5
5038, ANGOSTURA,5
5040, ANOR÷,5
5042, SANTA Fê DE ANTIOQUIA,5
5044, ANZµ,5
5045, APARTAD‡,5
5051, ARBOLETES,5
5055, ARGELIA,5
5059, ARMENIA,5
5079, BARBOSA,5
5086, BELMIRA,5
5088, BELLO,5
5091, BETANIA,5
5093, BETULIA,5
5101, CIUDAD BOL÷VAR,5
5107, BRICE•O,5
5113, BURITICµ,5
5120, CµCERES,5
5125, CAICEDO,5
5129, CALDAS,5
5134, CAMPAMENTO,5
5138, CA•ASGORDAS,5
5142, CARACOL÷,5
5145, CARAMANTA,5
5147, CAREPA,5
5148, EL CARMEN DE VIBORAL,5
5150, CAROLINA,5
5154, CAUCASIA,5
5172, CHIGOROD‡,5
5190, CISNEROS,5
5197, COCORNµ,5
5206, CONCEPCI‡N,5
5209, CONCORDIA,5
5212, COPACABANA,5
5234, DABEIBA,5
5237, DONMAT÷AS,5
5240, EBêJICO,5
5250, EL BAGRE,5
5264, ENTRERR÷OS,5
5266, ENVIGADO,5
5282, FREDONIA,5
5284, FRONTINO,5
5306, GIRALDO,5
5308, GIRARDOTA,5
5310, G‡MEZ PLATA,5
5313, GRANADA,5
5315, GUADALUPE,5
5318, GUARNE,5
5321, GUATAPê,5
5347, HELICONIA,5
5353, HISPANIA,5
5360, ITAGö÷,5
5361, ITUANGO,5
5364, JARD÷N,5
5368, JERIC‡,5
5376, LA CEJA,5
5380, LA ESTRELLA,5
5390, LA PINTADA,5
5400, LA UNI‡N,5
5411, LIBORINA,5
5425, MACEO,5
5440, MARINILLA,5
5467, MONTEBELLO,5
5475, MURIND‡,5
5480, MUTATµ,5
5483, NARI•O,5
5490, NECOCL÷,5
5495, NECH÷,5
5501, OLAYA,5
5541, PE•OL,5
5543, PEQUE,5
5576, PUEBLORRICO,5
5579, PUERTO BERR÷O,5
5585, PUERTO NARE,5
5591, PUERTO TRIUNFO,5
5604, REMEDIOS,5
5607, RETIRO,5
5615, RIONEGRO,5
5628, SABANALARGA,5
5631, SABANETA,5
5642, SALGAR,5
5647, SAN ANDRêS DE CUERQU÷A,5
5649, SAN CARLOS,5
5652, SAN FRANCISCO,5
5656, SAN JER‡NIMO,5
5658, SAN JOSê DE LA MONTA•A,5
5659, SAN JUAN DE URABµ,5
5660, SAN LUIS,5
5664, SAN PEDRO DE LOS MILAGROS,5
5665, SAN PEDRO DE URABµ,5
5667, SAN RAFAEL,5
5670, SAN ROQUE,5
5674, SAN VICENTE FERRER,5
5679, SANTA BµRBARA,5
5686, SANTA ROSA DE OSOS,5
5690, SANTO DOMINGO,5
5697, EL SANTUARIO,5
5736, SEGOVIA,5
5756, SONS‡N,5
5761, SOPETRµN,5
5789, TµMESIS,5
5790, TARAZµ,5
5792, TARSO,5
5809, TITIRIB÷,5
5819, TOLEDO,5
5837, TURBO,5
5842, URAMITA,5
5847, URRAO,5
5854, VALDIVIA,5
5856, VALPARA÷SO,5
5858, VEGACH÷,5
5861, VENECIA,5
5873, VIG÷A DEL FUERTE,5
5885, YAL÷,5
5887, YARUMAL,5
5890, YOLOMB‡,5
5893, YOND‡,5
5895, ZARAGOZA,5
8001, BARRANQUILLA,8
8078, BARANOA,8
8137, CAMPO DE LA CRUZ,8
8141, CANDELARIA,8
8296, GALAPA,8
8372, JUAN DE ACOSTA,8
8421, LURUACO,8
8433, MALAMBO,8
8436, MANAT÷,8
8520, PALMAR DE VARELA,8
8549, PIOJ‡,8
8558, POLONUEVO,8
8560, PONEDERA,8
8573, PUERTO COLOMBIA,8
8606, REPEL‡N,8
8634, SABANAGRANDE,8
8638, SABANALARGA,8
8675, SANTA LUC÷A,8
8685, SANTO TOMµS,8
8758, SOLEDAD,8
8770, SUAN,8
8832, TUBARµ,8
8849, USIACUR÷,8
11001, BOGOTµ,11
13001, CARTAGENA DE INDIAS,13
13006, ACH÷,13
13030, ALTOS DEL ROSARIO,13
13042, ARENAL,13
13052, ARJONA,13
13062, ARROYOHONDO,13
13074, BARRANCO DE LOBA,13
13140, CALAMAR,13
13160, CANTAGALLO,13
13188, CICUCO,13
13212, C‡RDOBA,13
13222, CLEMENCIA,13
13244, EL CARMEN DE BOL÷VAR,13
13248, EL GUAMO,13
13268, EL PE•‡N,13
13300, HATILLO DE LOBA,13
13430, MAGANGUê,13
13433, MAHATES,13
13440, MARGARITA,13
13442, MAR÷A LA BAJA,13
13458, MONTECRISTO,13
13468, SANTA CRUZ DE MOMPOX,13
13473, MORALES,13
13490, NOROS÷,13
13549, PINILLOS,13
13580, REGIDOR,13
13600, R÷O VIEJO,13
13620, SAN CRIST‡BAL,13
13647, SAN ESTANISLAO,13
13650, SAN FERNANDO,13
13654, SAN JACINTO,13
13655, SAN JACINTO DEL CAUCA,13
13657, SAN JUAN NEPOMUCENO,13
13667, SAN MART÷N DE LOBA,13
13670, SAN PABLO,13
13673, SANTA CATALINA,13
13683, SANTA ROSA,13
13688, SANTA ROSA DEL SUR,13
13744, SIMIT÷,13
13760, SOPLAVIENTO,13
13780, TALAIGUA NUEVO,13
13810, TIQUISIO,13
13836, TURBACO,13
13838, TURBANµ,13
13873, VILLANUEVA,13
13894, ZAMBRANO,15
15001, TUNJA,15
15022, ALMEIDA,15
15047, AQUITANIA,15
15051, ARCABUCO,15
15087, BELêN,15
15090, BERBEO,15
15092, BETêITIVA,15
15097, BOAVITA,15
15104, BOYACµ,15
15106, BRICE•O,15
15109, BUENAVISTA,15
15114, BUSBANZµ,15
15131, CALDAS,15
15135, CAMPOHERMOSO,15
15162, CERINZA,15
15172, CHINAVITA,15
15176, CHIQUINQUIRµ,15
15180, CHISCAS,15
15183, CHITA,15
15185, CHITARAQUE,15
15187, CHIVATµ,15
15189, CIêNEGA,15
15204, C‡MBITA,15
15212, COPER,15
15215, CORRALES,15
15218, COVARACH÷A,15
15223, CUBARµ,15
15224, CUCAITA,15
15226, CU÷TIVA,15
15232, CH÷QUIZA,15
15236, CHIVOR,15
15238, DUITAMA,15
15244, EL COCUY,15
15248, EL ESPINO,15
15272, FIRAVITOBA,15
15276, FLORESTA,15
15293, GACHANTIVµ,15
15296, GµMEZA,15
15299, GARAGOA,15
15317, GUACAMAYAS,15
15322, GUATEQUE,15
15325, GUAYATµ,15
15332, GöICµN DE LA SIERRA,15
15362, IZA,15
15367, JENESANO,15
15368, JERIC‡,15
15377, LABRANZAGRANDE,15
15380, LA CAPILLA,15
15401, LA VICTORIA,15
15403, LA UVITA,15
15407, VILLA DE LEYVA,15
15425, MACANAL,15
15442, MARIP÷,15
15455, MIRAFLORES,15
15464, MONGUA,15
15466, MONGU÷,15
15469, MONIQUIRµ,15
15476, MOTAVITA,15
15480, MUZO,15
15491, NOBSA,15
15494, NUEVO COL‡N,15
15500, OICATµ,15
15507, OTANCHE,15
15511, PACHAVITA,15
15514, PµEZ,15
15516, PAIPA,15
15518, PAJARITO,15
15522, PANQUEBA,15
15531, PAUNA,15
15533, PAYA,15
15537, PAZ DE R÷O,15
15542, PESCA,15
15550, PISBA,15
15572, PUERTO BOYACµ,15
15580, QU÷PAMA,15
15599, RAMIRIQU÷,15
15600, RµQUIRA,15
15621, ROND‡N,15
15632, SABOYµ,15
15638, SµCHICA,15
15646, SAMACµ,15
15660, SAN EDUARDO,15
15664, SAN JOSê DE PARE,15
15667, SAN LUIS DE GACENO,15
15673, SAN MATEO,15
15676, SAN MIGUEL DE SEMA,15
15681, SAN PABLO DE BORBUR,15
15686, SANTANA,15
15690, SANTA MAR÷A,15
15693, SANTA ROSA DE VITERBO,15
15696, SANTA SOF÷A,15
15720, SATIVANORTE,15
15723, SATIVASUR,15
15740, SIACHOQUE,15
15753, SOATµ,15
15755, SOCOTµ,15
15757, SOCHA,15
15759, SOGAMOSO,15
15761, SOMONDOCO,15
15762, SORA,15
15763, SOTAQUIRµ,15
15764, SORACµ,15
15774, SUSAC‡N,15
15776, SUTAMARCHµN,15
15778, SUTATENZA,15
15790, TASCO,15
15798, TENZA,15
15804, TIBANµ,15
15806, TIBASOSA,15
15808, TINJACµ,15
15810, TIPACOQUE,15
15814, TOCA,15
15816, TOGö÷,15
15820, T‡PAGA,15
15822, TOTA,15
15832, TUNUNGUµ,15
15835, TURMEQUê,15
15837, TUTA,15
15839, TUTAZµ,15
15842, ÈMBITA,15
15861, VENTAQUEMADA,15
15879, VIRACACHµ,15
15897, ZETAQUIRA,17
17001, MANIZALES,17
17013, AGUADAS,17
17042, ANSERMA,17
17050, ARANZAZU,17
17088, BELALCµZAR,17
17174, CHINCHINµ,17
17272, FILADELFIA,17
17380, LA DORADA,17
17388, LA MERCED,17
17433, MANZANARES,17
17442, MARMATO,17
17444, MARQUETALIA,17
17446, MARULANDA,17
17486, NEIRA,17
17495, NORCASIA,17
17513, PµCORA,17
17524, PALESTINA,17
17541, PENSILVANIA,17
17614, RIOSUCIO,17
17616, RISARALDA,17
17653, SALAMINA,17
17662, SAMANµ,17
17665, SAN JOSê,17
17777, SUP÷A,17
17867, VICTORIA,17
17873, VILLAMAR÷A,17
17877, VITERBO,18
18001, FLORENCIA,18
18029, ALBANIA,18
18094, BELêN DE LOS ANDAQU÷ES,18
18150, CARTAGENA DEL CHAIRµ,18
18205, CURILLO,18
18247, EL DONCELLO,18
18256, EL PAUJ÷L,18
18410, LA MONTA•ITA,18
18460, MILµN,18
18479, MORELIA,18
18592, PUERTO RICO,18
18610, SAN JOSê DEL FRAGUA,18
18753, SAN VICENTE DEL CAGUµN,18
18756, SOLANO,18
18785, SOLITA,18
18860, VALPARA÷SO,19
19001, POPAYµN,19
19022, ALMAGUER,19
19050, ARGELIA,19
19075, BALBOA,19
19100, BOL÷VAR,19
19110, BUENOS AIRES,19
19130, CAJIB÷O,19
19137, CALDONO,19
19142, CALOTO,19
19212, CORINTO,19
19256, EL TAMBO,19
19290, FLORENCIA,19
19300, GUACHENê,19
19318, GUAPI,19
19355, INZµ,19
19364, JAMBAL‡,19
19392, LA SIERRA,19
19397, LA VEGA,19
19418, L‡PEZ DE MICAY,19
19450, MERCADERES,19
19455, MIRANDA,19
19473, MORALES,19
19513, PADILLA,19
19517, PµEZ,19
19532, PAT÷A,19
19533, PIAMONTE,19
19548, PIENDAM‡ - TUN÷A,19
19573, PUERTO TEJADA,19
19585, PURACê,19
19622, ROSAS,19
19693, SAN SEBASTIµN,19
19698, SANTANDER DE QUILICHAO,19
19701, SANTA ROSA,19
19743, SILVIA,19
19760, SOTARµ PAISPAMBA,19
19780, SUµREZ,19
19785, SUCRE,19
19807, TIMB÷O,19
19809, TIMBIQU÷,19
19821, TORIB÷O,19
19824, TOTOR‡,20
19845, VILLA RICA,20
20001, VALLEDUPAR,20
20011, AGUACHICA,20
20013, AGUST÷N CODAZZI,20
20032, ASTREA,20
20045, BECERRIL,20
20060, BOSCONIA,20
20175, CHIMICHAGUA,20
20178, CHIRIGUANµ,20
20228, CURUMAN÷,20
20238, EL COPEY,20
20250, EL PASO,20
20295, GAMARRA,20
20310, GONZµLEZ,20
20383, LA GLORIA,20
20400, LA JAGUA DE IBIRICO,20
20443, MANAURE BALC‡N DEL CESAR,20
20517, PAILITAS,20
20550, PELAYA,20
20570, PUEBLO BELLO,20
20614, R÷O DE ORO,20
20621, LA PAZ,20
20710, SAN ALBERTO,20
20750, SAN DIEGO,20
20770, SAN MART÷N,23
20787, TAMALAMEQUE,23
23001, MONTER÷A,23
23068, AYAPEL,23
23079, BUENAVISTA,23
23090, CANALETE,23
23162, CERETê,23
23168, CHIMµ,23
23182, CHINÈ,23
23189, CIêNAGA DE ORO,23
23300, COTORRA,23
23350, LA APARTADA,23
23417, LORICA,23
23419, LOS C‡RDOBAS,23
23464, MOMIL,23
23466, MONTEL÷BANO,23
23500, MO•ITOS,23
23555, PLANETA RICA,23
23570, PUEBLO NUEVO,23
23574, PUERTO ESCONDIDO,23
23580, PUERTO LIBERTADOR,23
23586, PUR÷SIMA DE LA CONCEPCI‡N,23
23660, SAHAGÈN,23
23670, SAN ANDRêS DE SOTAVENTO,23
23672, SAN ANTERO,23
23675, SAN BERNARDO DEL VIENTO,23
23678, SAN CARLOS,23
23682, SAN JOSê DE URê,23
23686, SAN PELAYO,25
23807, TIERRALTA,25
23815, TUCH÷N,25
23855, VALENCIA,25
25001, AGUA DE DIOS,25
25019, ALBµN,25
25035, ANAPOIMA,25
25040, ANOLAIMA,25
25053, ARBELµEZ,25
25086, BELTRµN,25
25095, BITUIMA,25
25099, BOJACµ,25
25120, CABRERA,25
25123, CACHIPAY,25
25126, CAJICµ,25
25148, CAPARRAP÷,25
25151, CµQUEZA,25
25154, CARMEN DE CARUPA,25
25168, CHAGUAN÷,25
25175, CH÷A,25
25178, CHIPAQUE,25
25181, CHOACH÷,25
25183, CHOCONTµ,25
25200, COGUA,25
25214, COTA,25
25224, CUCUNUBµ,25
25245, EL COLEGIO,25
25258, EL PE•‡N,25
25260, EL ROSAL,25
25269, FACATATIVµ,25
25279, F‡MEQUE,25
25281, FOSCA,25
25286, FUNZA,25
25288, FÈQUENE,25
25290, FUSAGASUGµ,25
25293, GACHALµ,25
25295, GACHANCIPµ,25
25297, GACHETµ,25
25299, GAMA,25
25307, GIRARDOT,25
25312, GRANADA,25
25317, GUACHETµ,25
25320, GUADUAS,25
25322, GUASCA,25
25324, GUATAQU÷,25
25326, GUATAVITA,25
25328, GUAYABAL DE S÷QUIMA,25
25335, GUAYABETAL,25
25339, GUTIêRREZ,25
25368, JERUSALêN,25
25372, JUN÷N,25
25377, LA CALERA,25
25386, LA MESA,25
25394, LA PALMA,25
25398, LA PE•A,25
25402, LA VEGA,25
25407, LENGUAZAQUE,25
25426, MACHETµ,25
25430, MADRID,25
25436, MANTA,25
25438, MEDINA,25
25473, MOSQUERA,25
25483, NARI•O,25
25486, NEMOC‡N,25
25488, NILO,25
25489, NIMAIMA,25
25491, NOCAIMA,25
25506, VENECIA,25
25513, PACHO,25
25518, PAIME,25
25524, PANDI,25
25530, PARATEBUENO,25
25535, PASCA,25
25572, PUERTO SALGAR,25
25580, PUL÷,25
25592, QUEBRADANEGRA,25
25594, QUETAME,25
25596, QUIPILE,25
25599, APULO,25
25612, RICAURTE,25
25645, SAN ANTONIO DEL TEQUENDAMA,25
25649, SAN BERNARDO,25
25653, SAN CAYETANO,25
25658, SAN FRANCISCO,25
25662, SAN JUAN DE RIOSECO,25
25718, SASAIMA,25
25736, SESQUILê,25
25740, SIBATê,25
25743, SILVANIA,25
25745, SIMIJACA,25
25754, SOACHA,25
25758, SOP‡,25
25769, SUBACHOQUE,25
25772, SUESCA,25
25777, SUPATµ,25
25779, SUSA,25
25781, SUTATAUSA,25
25785, TABIO,25
25793, TAUSA,25
25797, TENA,25
25799, TENJO,25
25805, TIBACUY,25
25807, TIBIRITA,25
25815, TOCAIMA,25
25817, TOCANCIPµ,25
25823, TOPAIP÷,25
25839, UBALµ,25
25841, UBAQUE,25
25843, VILLA DE SAN DIEGO DE UBATê,25
25845, UNE,25
25851, ÈTICA,25
25862, VERGARA,25
25867, VIAN÷,25
25871, VILLAG‡MEZ,25
25873, VILLAPINZ‡N,25
25875, VILLETA,25
25878, VIOTµ,27
25885, YACOP÷,27
